,Description,ASIN,Product Description,Manufacturer
8095,,"

                Bags, Wallets and Luggage
            
",,
8096,,"
             ›
         ",,
8097,,"

                Bags & Backpacks
            
",,
8098,,"
             ›
         ",,
8099,,"

                Backpacks
            
",,
8100,,"
             ›
         ",,
8101,,"

                 Casual Backpacks
             
",,
8102,,      ,,
8103,,    ,,
8104,,    ,,
8105,,    ,,
8106,,    ,,
8107,,    ,,
8108,,    ,,
8109,,    ,,
8110,,    ,,
8111,,"  
 
 ",,
8112,,"  
 
 ",,
8113,, To view this video download   Flash Player   ,,
8114,,"  
 
 ",,
8115,, About No Cost EMI on credit/debit cards: interest to be charged by the bank will be given as upfront discount on payment page. Know more ,,
8116,," Amazon does not charge any fee for your orders on EMI (including No-cost-EMI). However, your bank may charge a processing fee. Please check with your bank for charges. Learn more ",,
8117,,"  Click to read EMI  FAQ  and T&Cs. Know more about other products - Bajaj FinServ EMI, ZestMoney EMI ",,
8118,," 
  






  ₹849.00   


  
",,
8119,," 
  






  ₹990.00   


  
",,
8120,," 
  






  ₹990.00   


  
",,
8121,," 
  






  ₹1,079.00   


  
",,
8122,," 
  






  ₹1,079.00   


  
",,
8123,," 
  






  ₹1,079.00   


  
",,
8124,, Care Instructions: Hand Wash Only  ,,
8125,," Start your day with confidence knowing you have a reliable companion to carry your laptop and personal belongings. Introducing the Lavie Sport Chairman laptop backpack, a versatile and spacious option for the modern-day commuter. Equipped with a padded laptop compartment that fits up to 14"" laptops, you can be sure your device is well-protected on the go  ",,
8126,," Featuring a pass-through trolley handle on the back panel, you can easily secure your backpack to your luggage while navigating the airport or train station. The front pocket is thoughtfully designed with multiple zippered organizers for your keys, pens, cell phone, and power bank, keeping your essentials within reach  ",,
8127,," Built with water-resistant polyester fabric and synthetic leather, this backpack can withstand unexpected showers or spills. Plus, the mesh padded shoulder straps ensure comfort and ease of use, even on long days  ",,
8128,," Convenience is key, and this backpack delivers with a fabric pocket on one side panel for holding a water bottle or compact umbrella. With external dimensions of length 30cm, width 16cm, and height 43cm, this backpack has a capacity of 24 litres  ",,
8129,, Trust in the durability of this backpack and rest easy knowing it comes with a manufacturer warranty of 12 months. The Lavie Sport Chairman laptop backpack - a reliable choice for the daily commuter  ,,
8130,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 30 x 16 x 43 cm; 570 Grams ",,
8131,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 15 June 2022 ",,
8132,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd ",,
8133,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0B45SCY15 ",,
8134,," Item model number
                                    ‏
                                        :
                                    ‎
                                 BMGE712076K3 ",,
8135,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8136,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex-adult ",,
8137,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 ",,
8138,," Packer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 ",,
8139,," Importer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 ",,
8140,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 570 g ",,
8141,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 30 x 16 x 43 Centimeters ",,
8142,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 Count ",,
8143,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Chairman Laptop Backpack ",,
8144,,"  Best Sellers Rank:  #232 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)   #30 in Casual Daypacks  #37 in School Bags  ",,
8145,, #30 in Casual Daypacks,,
8146,, #37 in School Bags,,
8147,,"  Customer Reviews:  

 
   4.0  4.0 out of 5 stars    
    1,189 ratings   


",,
8148,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
8149,,"

                Computers & Accessories
            
",,
8150,,"
             ›
         ",,
8151,,"

                Accessories & Peripherals
            
",,
8152,,"
             ›
         ",,
8153,,"

                Laptop Accessories
            
",,
8154,,"
             ›
         ",,
8155,,"

                Bags & Sleeves
            
",,
8156,,"
             ›
         ",,
8157,,"

                 Laptop Backpacks
             
",,
8158,,      ,,
8159,,    ,,
8160,,    ,,
8161,,    ,,
8162,,    ,,
8163,,    ,,
8164,,    ,,
8165,,    ,,
8166,,    ,,
8167,,"  
 
 ",,
8168,,"  
 
 ",,
8169,,"  
 
 ",,
8170,, To view this video download   Flash Player   ,,
8171,, About No Cost EMI on credit/debit cards: interest to be charged by the bank will be given as upfront discount on payment page. Know more ,,
8172,," Amazon does not charge any fee for your orders on EMI (including No-cost-EMI). However, your bank may charge a processing fee. Please check with your bank for charges. Learn more ",,
8173,,"  Click to read EMI  FAQ  and T&Cs. Know more about other products - Bajaj FinServ EMI, ZestMoney EMI ",,
8174,," Pay in easy installment without a credit/debit card. For No cost EMI you pay only the product price, equally divided over your repayment timeline ",,
8175,, Check your Amazon Pay Later Credit limit here ,,
8176,," 
  






  ₹2,490.00   


  
",,
8177,," 
  






  ₹2,490.00   


  
",,
8178,, Care Instructions: Wipe with Damp Cloth  ,,
8179,, Durable and waterproof new & special silk polyester outer material ensures your belongings stay dry  ,,
8180,, Cushioned shoulder straps and laptop compartment provide comfort and protection for your laptop while on the go  ,,
8181,, Stay organized with multiple organizer pockets inside the bag to keep your belongings in place  ,,
8182,," With a capacity of 27 liters, there is plenty of space for all your daily essentials  ",,
8183,, The latest fashion laptop bag design makes it the perfect accessory for both men and women in the office or college  ,,
8184,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 16 x 30 x 45 cm ",,
8185,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 9 June 2023 ",,
8186,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Walkent OEM ",,
8187,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0C7KLRJ93 ",,
8188,," Item model number
                                    ‏
                                        :
                                    ‎
                                 Cylapso ",,
8189,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 China ",,
8190,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex-adult ",,
8191,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Walkent OEM, info@walkent.com, ☎️ 8001 655 655 ",,
8192,," Packer
                                    ‏
                                        :
                                    ‎
                                 Info@walkent.com, ☎️ 8001 655 655 ",,
8193,," Importer
                                    ‏
                                        :
                                    ‎
                                 Info@walkent.com, ☎️ 8001 655 655 ",,
8194,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 16 x 30 x 45 Centimeters ",,
8195,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
8196,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Laptop Bag ",,
8197,,"  Best Sellers Rank:  #33,768 in Computers & Accessories (See Top 100 in Computers & Accessories)   #1,969 in Laptop Backpacks  ",,
8198,," #1,969 in Laptop Backpacks",,
8199,,Water Resistance,,
8200,,Anti-Theft pockets & locks,,
8201,,Cushioned Laptop compartments ,,
8202,,External USB Port,,
8203,,Expandable Storage Space,,
8204,,"

                Computers & Accessories
            
",,
8205,,"
             ›
         ",,
8206,,"

                Accessories & Peripherals
            
",,
8207,,"
             ›
         ",,
8208,,"

                Laptop Accessories
            
",,
8209,,"
             ›
         ",,
8210,,"

                Bags & Sleeves
            
",,
8211,,"
             ›
         ",,
8212,,"

                 Laptop Backpacks
             
",,
8213,,      ,,
8214,,    ,,
8215,,    ,,
8216,,    ,,
8217,,    ,,
8218,,    ,,
8219,,    ,,
8220,,    ,,
8221,,    ,,
8222,,"  
 
 ",,
8223,,"  
 
 ",,
8224,,"  
 
 ",,
8225,, To view this video download   Flash Player   ,,
8226,, About No Cost EMI on credit/debit cards: interest to be charged by the bank will be given as upfront discount on payment page. Know more ,,
8227,," Amazon does not charge any fee for your orders on EMI (including No-cost-EMI). However, your bank may charge a processing fee. Please check with your bank for charges. Learn more ",,
8228,," Pay in easy installment without a credit/debit card. For No cost EMI you pay only the product price, equally divided over your repayment timeline ",,
8229,, Check your Amazon Pay Later Credit limit here ,,
8230,," 
  






  ₹1,800.00   


  
",,
8231,," 
  






  ₹1,800.00   


  
",,
8232,, Care Instructions: Wipe with Damp Cloth  ,,
8233,, Handcrafted with care and made up of premium quality robust material  ,,
8234,," Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side  ",,
8235,, Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket  ,,
8236,, GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  ,,
8237,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 13.5 x 31 x 44 cm; 509 Grams ",,
8238,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 23 February 2023 ",,
8239,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Acefour Accessories Pvt. Ltd. ",,
8240,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0BWNBQXDZ ",,
8241,," Item model number
                                    ‏
                                        :
                                    ‎
                                 2700EBP2BLU ",,
8242,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8243,," Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult ",,
8244,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800 ",,
8245,," Packer
                                    ‏
                                        :
                                    ‎
                                 Acefour Accessories Pvt. Ltd. ",,
8246,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 509 g ",,
8247,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 13.5 x 31 x 44 Centimeters ",,
8248,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
8249,,"  Best Sellers Rank:  #3,118 in Computers & Accessories (See Top 100 in Computers & Accessories)   #229 in Laptop Backpacks  ",,
8250,, #229 in Laptop Backpacks,,
8251,,"  Customer Reviews:  

 
   4.3  4.3 out of 5 stars    
    58 ratings   


",,
8252,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
8253,,"

                Computers & Accessories
            
",,
8254,,"
             ›
         ",,
8255,,"

                Accessories & Peripherals
            
",,
8256,,"
             ›
         ",,
8257,,"

                Laptop Accessories
            
",,
8258,,"
             ›
         ",,
8259,,"

                Bags & Sleeves
            
",,
8260,,"
             ›
         ",,
8261,,"

                 Laptop Backpacks
             
",,
8262,,      ,,
8263,,    ,,
8264,,    ,,
8265,,    ,,
8266,,    ,,
8267,,    ,,
8268,,    ,,
8269,,    ,,
8270,,    ,,
8271,,"  
 
 ",,
8272,,"  
 
 ",,
8273,,"  
 
 ",,
8274,, To view this video download   Flash Player   ,,
8275,, About No Cost EMI on credit/debit cards: interest to be charged by the bank will be given as upfront discount on payment page. Know more ,,
8276,," Amazon does not charge any fee for your orders on EMI (including No-cost-EMI). However, your bank may charge a processing fee. Please check with your bank for charges. Learn more ",,
8277,," Pay in easy installment without a credit/debit card. For No cost EMI you pay only the product price, equally divided over your repayment timeline ",,
8278,, Check your Amazon Pay Later Credit limit here ,,
8279,," PREMIUM QUALITY: Kingsville-Ovr Overnighter is a water resistant, light weight yet durable suitcase made of Polyester. This water resistant high quality trendy soft case trolley bag makes travelling comfortable.  ",,
8280,, MECHANISM: The travel laptop trolley bag is provided with a spacious compartment to hold your accessories and belongings needed for overnight stay.This laptop bag executive roller case is also provided with a laptop sleeve that can carry laptops upto 15 inches in size.  ,,
8281,, DIMENSIONS: Our stylish overnighter yet spacious one compartment is also provided with an additional 2 pockets to carry necessary items while travelling. Dimensions: L 39cm X W 18cm X H 41cm. It has the capacity of 29 Ltrs.  ,,
8282,, REINFORCEMENT MATERIALS: This bag has been structured with durable sturdy metal zippers and sliders to ensure smooth but protective closure. This laptop trolley bag is also provided with four multidirectional rotating wheels & telescopic handle. It comes with TSA approved safety lock to keep your valuables safe.  ,,
8283,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 45 x 26 x 44 cm; 3 Kilograms ",,
8284,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 1 May 2023 ",,
8285,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001 ",,
8286,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0C3ZQBRT3 ",,
8287,," Item model number
                                    ‏
                                        :
                                    ‎
                                 Nashville ",,
8288,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8289,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex ",,
8290,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001, Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001 ",,
8291,," Packer
                                    ‏
                                        :
                                    ‎
                                 Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452004 ",,
8292,," Importer
                                    ‏
                                        :
                                    ‎
                                 Brand Concepts Ltd, 140/2/2 Musakedi Squre, Ring Road, Indore, MP, 452001 ",,
8293,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 3 kg ",,
8294,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 45 x 26 x 44 Centimeters ",,
8295,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Luggage- Carry-On Luggage ",,
8296,,"  Best Sellers Rank:  #4,128 in Computers & Accessories (See Top 100 in Computers & Accessories)   #303 in Laptop Backpacks  ",,
8297,, #303 in Laptop Backpacks,,
8298,,"  Customer Reviews:  

 
   5.0  5.0 out of 5 stars    
    1 rating   


",,
8299,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
8300,,"

                Bags, Wallets and Luggage
            
",,
8301,,"
             ›
         ",,
8302,,"

                Bags & Backpacks
            
",,
8303,,"
             ›
         ",,
8304,,"

                Gym Bags
            
",,
8305,,"
             ›
         ",,
8306,,"

                 Sports Duffles
             
",,
8307,,      ,,
8308,,    ,,
8309,,    ,,
8310,,    ,,
8311,,    ,,
8312,,    ,,
8313,,    ,,
8314,,    ,,
8315,,"  
 
 ",,
8316,,"  
 
 ",,
8317,,"  
 
 ",,
8318,, To view this video download   Flash Player   ,,
8319,, Ergonomically Designed : Spacious with Multiple Pockets : Intuitive Access : Lightweight : Easily Adjustable Shoulder Strap : Cushioned Grab Handle : Padded Base  ,,
8320,, 3 External Zippered Pockets : 1 Mesh Stash Pocket  ,,
8321,, Outer material type: Polyester  ,,
8322,, item weight: 340.0 grams  ,,
8323,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 47 x 23.5 x 23.5 cm; 340 Grams ",,
8324,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 1 July 2021 ",,
8325,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise Pvt Ltd ",,
8326,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B098FG3GVX ",,
8327,," Item model number
                                    ‏
                                        :
                                    ‎
                                 DUFCRSTNG4314 ",,
8328,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8329,," Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult ",,
8330,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise Pvt Ltd, Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100 ",,
8331,," Packer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise Pvt Ltd, E/12 West Chowbaga Gulshan Colony, Kolkata-700100 ",,
8332,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 340 g ",,
8333,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 47 x 23.5 x 23.5 Centimeters ",,
8334,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 count ",,
8335,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Luggage- Garment Bag ",,
8336,,"  Best Sellers Rank:  #562 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)   #21 in Sports Duffles  ",,
8337,, #21 in Sports Duffles,,
8338,,"  Customer Reviews:  

 
   4.1  4.1 out of 5 stars    
    532 ratings   


",,
8339,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
8340,,"

                Computers & Accessories
            
",,
8341,,"
             ›
         ",,
8342,,"

                Accessories & Peripherals
            
",,
8343,,"
             ›
         ",,
8344,,"

                Laptop Accessories
            
",,
8345,,"
             ›
         ",,
8346,,"

                Bags & Sleeves
            
",,
8347,,"
             ›
         ",,
8348,,"

                 Laptop Backpacks
             
",,
8349,,   ,,
8350,,      ,,
8351,,    ,,
8352,,    ,,
8353,,    ,,
8354,,    ,,
8355,,    ,,
8356,,    ,,
8357,,"  
 
 ",,
8358,,"  
 
 ",,
8359,,"  
 
 ",,
8360,, To view this video download   Flash Player   ,,
8361,," 
  






  ₹339.00   


  
",,
8362,," 
  






  ₹339.00   


  
",,
8363,," 
  






  ₹339.00   


  
",,
8364,," 
  






  ₹339.00   


  
",,
8365,," Capicity: 21 Litres, Weight: 0.4kg; Dimensions: 45cmX29cmX16cm; Outer Material: Polyester; Inner Material: Polyester<br>  ",,
8366,," Water Repellent: Yes; Laptop Compartment: Yes ; Compartments: 2,one front pocket to hold essentials and A mesh stash pocket on one side to accommodate a drinking bottle & other accessories.<br>  ",,
8367,," Utility: Office, College, School, Camping, Weekend trip, Day trip<br>  ",,
8368,, Accessories shown in the picture are not part of the bag.<br>  ,,
8369,, Style Name: Daypack Backpacks; Pocket Description: Utility Pocket; Strap Type: Shoulder Strap; Warranty Description: No Warranty; Age Range Description: Kid; Water Resistance Level: Water Resistant; Color Name: Nvy Blu-Wht; Closure Type: Zipper<br>  ,,
8370,, School Backpack ,,
8371,,"Capicity: 21 litres, weight: 0. 4kg, dimensions: 45cmx29cmx16cm",,
8372,,"Outer material: polyester, inner material: polyester",,
8373,,"Water repellent: yes, ",,
8374,,"laptop compartment: yes, ",,
8375,,"compartments: 2, one front pocket to hold essentials and a mesh stash pocket on one side to accommodate a drinking bottle and other accessories",,
8376,,"Utility: office, college, school, camping, weekend trip, day trip",,
8377,," Is Discontinued By Manufacturer
                                    ‏
                                        :
                                    ‎
                                 No ",,
8378,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 16 x 29 x 45 cm; 280 Grams ",,
8379,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 28 August 2018 ",,
8380,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rushi Enterprise ",,
8381,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B07H1BPCGQ ",,
8382,," Item model number
                                    ‏
                                        :
                                    ‎
                                 CLASY-NEWY BLU ",,
8383,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8384,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex Kids ",,
8385,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876 ",,
8386,," Packer
                                    ‏
                                        :
                                    ‎
                                 Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876 ",,
8387,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 280 g ",,
8388,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 16 x 29 x 45 Centimeters ",,
8389,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 Count ",,
8390,," Included Components
                                    ‏
                                        :
                                    ‎
                                 School Backpack ",,
8391,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 School Backpack ",,
8392,,"  Best Sellers Rank:  #470 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)   #63 in Laptop Backpacks  #71 in Casual Daypacks  #96 in School Bags  ",,
8393,, #63 in Laptop Backpacks,,
8394,, #71 in Casual Daypacks,,
8395,, #96 in School Bags,,
8396,,"  Customer Reviews:  

 
   3.8  3.8 out of 5 stars    
    2,463 ratings   


",,
8397,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
8398,,"

                Computers & Accessories
            
",,
8399,,"
             ›
         ",,
8400,,"

                Accessories & Peripherals
            
",,
8401,,"
             ›
         ",,
8402,,"

                Laptop Accessories
            
",,
8403,,"
             ›
         ",,
8404,,"

                Bags & Sleeves
            
",,
8405,,"
             ›
         ",,
8406,,"

                 Laptop Messenger & Shoulder Bags
             
",,
8407,,      ,,
8408,,    ,,
8409,,    ,,
8410,,    ,,
8411,,    ,,
8412,,    ,,
8413,,    ,,
8414,,    ,,
8415,,    ,,
8416,,"  
 
 ",,
8417,,"  
 
 ",,
8418,,"  
 
 ",,
8419,, To view this video download   Flash Player   ,,
8420,," Stylish and Comfortable: Our high-quality leather bag for men is designed as a sophisticated laptop bags, providing a fashionable and practical solution for carrying your essentials.  ",,
8421,," Multi-Functional Messenger Bag: Our stylish and durable sling bag for men serves as a practical side bag for men and a reliable laptop bag, capable of comfortably accommodating a 15.6-inch laptop.  ",,
8422,," Practical and Durable: Rionto hand bag for men doubles as a functional 15.6 inch laptop bags for men, providing a sophisticated solution for carrying your devices and essentials with ease.  ",,
8423,," Versatile and Professional: Rionto messenger bag for men is a versatile and spacious office bag that doubles as a stylish shoulder bag, making it the perfect accessory for work and daily commuting.  ",,
8424,," Premium Shoulder Bag: Our office bags for men, also known as one side bags for men, are practical and stylish shoulder bag designed to meet the demands of the modern professional.  ",,
8425,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 42 x 4 x 32 cm; 500 Grams ",,
8426,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 20 May 2023 ",,
8427,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rionto ",,
8428,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0C5T4Y3FL ",,
8429,," Item model number
                                    ‏
                                        :
                                    ‎
                                 MESSNEGER-01 ",,
8430,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8431,," Department
                                    ‏
                                        :
                                    ‎
                                 Unisex ",,
8432,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rionto, Rionto Innovations, Madhapur, Hyderabad, Customer Support: +91 95422 95514 ",,
8433,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 500 g ",,
8434,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 42 x 4 x 32 Centimeters ",,
8435,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1.00 count ",,
8436,," Included Components
                                    ‏
                                        :
                                    ‎
                                 Messenger Bag, Adjustable Shoulder Strap ",,
8437,," Generic Name
                                    ‏
                                        :
                                    ‎
                                 Messenger Bag ",,
8438,,  Best Sellers Rank:  #950 in Computers & Accessories (See Top 100 in Computers & Accessories)   #8 in Laptop Messenger & Shoulder Bags  ,,
8439,, #8 in Laptop Messenger & Shoulder Bags,,
8440,,"  Customer Reviews:  

 
   4.9  4.9 out of 5 stars    
    38 ratings   


",,
8441,,"



      Sort reviews by
    


        Top reviews
      

        Most recent
      

        Top reviews
      

",,
8442,,"

                Computers & Accessories
            
",,
8443,,"
             ›
         ",,
8444,,"

                Accessories & Peripherals
            
",,
8445,,"
             ›
         ",,
8446,,"

                Laptop Accessories
            
",,
8447,,"
             ›
         ",,
8448,,"

                Bags & Sleeves
            
",,
8449,,"
             ›
         ",,
8450,,"

                 Laptop Backpacks
             
",,
8451,,      ,,
8452,,    ,,
8453,,    ,,
8454,,    ,,
8455,,    ,,
8456,,    ,,
8457,,    ,,
8458,,    ,,
8459,,    ,,
8460,,"  
 
 ",,
8461,,"  
 
 ",,
8462,,"  
 
 ",,
8463,, To view this video download   Flash Player   ,,
8464,," 
  






  ₹399.00   


  
",,
8465,," 
  






  ₹399.00   


  
",,
8466,," 
  






  ₹399.00   


  
",,
8467,, Care Instructions: Hand Wash Only  ,,
8468,," The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.  ",,
8469,," MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex  ",,
8470,, LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.  ,,
8471,," NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.  ",,
8472,, The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.  ,,
8473,," The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.  ",,
8474,," Product Dimensions
                                    ‏
                                        :
                                    ‎
                                 8 x 32 x 42 cm; 380 Grams ",,
8475,," Date First Available
                                    ‏
                                        :
                                    ‎
                                 13 April 2023 ",,
8476,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ‎Tabelito Trade India ",,
8477,," ASIN
                                    ‏
                                        :
                                    ‎
                                 B0C2D4T9R5 ",,
8478,," Item model number
                                    ‏
                                        :
                                    ‎
                                 NEXA ",,
8479,," Country of Origin
                                    ‏
                                        :
                                    ‎
                                 India ",,
8480,," Department
                                    ‏
                                        :
                                    ‎
                                 unisex-adult ",,
8481,," Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ‎Tabelito Trade India, ‎Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528 ",,
8482,," Packer
                                    ‏
                                        :
                                    ‎
                                 Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528 ",,
8483,," Importer
                                    ‏
                                        :
                                    ‎
                                 Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528 ",,
8484,," Item Weight
                                    ‏
                                        :
                                    ‎
                                 380 g ",,
8485,," Item Dimensions LxWxH
                                    ‏
                                        :
                                    ‎
                                 8 x 32 x 42 Centimeters ",,
8486,," Net Quantity
                                    ‏
                                        :
                                    ‎
                                 1 count ",,
